year,song,artist,spotifyid,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo 
1992,Achy Breaky Heart,Billy Ray Cyrus,2EoIt9vdgFRNW03u5IvFsQ,0.795,0.582,0.0306,0.0711,0,0.12,0.965,121.798
1992,I'll Be There,Mariah Carey,2exGHTlYAUQ5UX4e7Uqc79,0.404,0.498,0.0338,0.687,0,0.725,0.284,81.951
1992,November Rain,Guns N' Roses,3YRCqOhFifThpSRFJ1VWFM,0.294,0.641,0.0291,0.0163,0.22,0.112,0.226,79.759
1992,Life Is A Highway,Tom Cochrane,0hKF8N8aflF1uDzEEnPr2j,0.683,0.751,0.0346,0.0681,8.36e-06,0.248,0.841,103.036
1992,Remember the Time,Michael Jackson,6RQgvscK17WsaMj3N5RTer,0.834,0.908,0.0646,0.128,0.00381,0.181,0.801,107.931
1992,Finally,CeCe Peniston,0uqvSVhGgQTIdj9G51vhvv,0.807,0.653,0.0474,0.00757,0,0.0505,0.845,120.08
1992,This Used to Be My Playground,Madonna,637V2ymBt4Ljlbz4EmRys8,0.499,0.308,0.0264,0.754,0.000928,0.125,0.0708,75.91
1992,Sometimes Love Just Ain't Enough,Patty Smyth,3CUV8wsoTTKznGpEovrnZw,0.557,0.448,0.0248,0.35,0,0.213,0.272,82.98
1992,Can't Let Go,Mariah Carey,0ikbcCJIJaY9sKEivAXJ4I,0.477,0.533,0.0408,0.591,0.00685,0.139,0.18,162.368
1992,Jump Around,House Of Pain,2oTDOIAdsxPTE7yAp4YOcv,0.854,0.71,0.0793,0.0113,8.72e-05,0.166,0.818,106.894
1992,Diamonds and Pearls - Edit,Prince,5lpv6SbsynNEvUVpLW74t0,0.548,0.659,0.0345,0.0486,0.16,0.0676,0.267,81.001
1992,Don't Let The Sun Go Down On Me - Live At Wembley Arena / 1991,Elton John,2KZJJ1rhRVmXM4lwW4OLo9,0.437,0.571,0.0323,0.401,2.04e-05,0.77,0.261,138.712
1992,Masterpiece,Atlantic Starr,2sm3HfTCt3O6R6qUc5f6xb,0.642,0.448,0.0259,0.492,1.74e-05,0.0646,0.299,137.831
1992,If You Asked Me To,Céline Dion,5Iw2i6Cs2pE7legT0SWtZ7,0.464,0.552,0.0294,0.111,0,0.0309,0.225,172.304
1992,Giving Him Something He Can Feel,En Vogue,4htbAEZWr53J08x3dUv00W,0.496,0.298,0.0405,0.306,1.72e-06,0.0875,0.705,203.824
1992,Live and Learn,Joe Public,4ScNzmyZZId9kGK9iXuqjn,0.745,0.891,0.0746,0.0867,0,0.124,0.654,106.641
1992,Come and Talk to Me Remix,Jodeci,5xE7sFTlv2yrG9mmhDSpdq,0.72,0.657,0.295,0.0262,2.33e-06,0.209,0.657,172.168
1992,Smells Like Teen Spirit,Nirvana,5ghIJDpPoe3CfHMGu71E6T,0.516,0.906,0.0658,2.86e-05,0.000101,0.105,0.728,116.775
1992,Humpin' Around,Bobby Brown,6NVRYaGyZX2aWGtPnSqDgA,0.723,0.797,0.0417,0.00246,0.175,0.0476,0.583,110.157
1992,Damn I Wish I Was Your Lover,Sophie B. Hawkins,7kmfQ2QHwGqRCxVHDv5mzo,0.546,0.781,0.0506,0.22,1.51e-05,0.363,0.539,95.032
1992,Tell Me What You Want Me to Do,Tevin Campbell,0IhHkW1fnUSMEcLSHmKhrJ,0.609,0.551,0.0291,0.0233,0,0.234,0.512,127.956
1992,Ain't 2 Proud 2 Beg,TLC,5kVSEpbyuLIVuPM1i2KivC,0.674,0.707,0.0343,0.00265,0.00214,0.352,0.712,104.854
1992,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,264JdkdtNRAGL4M4PnDYHC,0.199,0.227,0.0322,0.913,0,0.176,0.259,73.861
1992,Move This,Technotronic,7yVtuQux71kxcRk99ILX5c,0.796,0.867,0.0309,0.0303,2.82e-06,0.134,0.971,120.682
1992,Bohemian Rhapsody - Remastered 2011,Queen,7tFiyTwD0nx5a1eklYtX2J,0.397,0.396,0.05,0.254,0,0.268,0.227,142.913
1992,Tennessee,Arrested Development,1aaoIHFT9UqhlaEwLAhh00,0.822,0.661,0.164,0.0241,3.95e-06,0.315,0.67,99.883
1992,The Best Things in Life Are Free - Mo' Money Soundtrack Version,Luther Vandross,42WECV36lZdj1CD72GQCkO,0.706,0.891,0.0466,0.0433,0.000129,0.182,0.641,120.382
1992,Make It Happen,Mariah Carey,5UVcgBRW78CCcKCopEGAST,0.811,0.53,0.0355,0.0067,0.0285,0.0801,0.75,107.853
1992,The One,Elton John,5QXNPpRqJuDKTi297tfjh2,0.424,0.638,0.0283,0.0291,0.00229,0.101,0.287,76.497
1992,Set Adrift on Memory Bliss (Re-Recorded),P.M. Dawn,3rcNGUOJ0mPOUcAFUlEyT3,0.759,0.834,0.161,0.0489,0,0.26,0.763,98.979
1992,Set Adrift On Memory Bliss - Radio Edit,P.M. Dawn,4TK1YzdHTJp3RKxJpllBa9,0.717,0.85,0.0663,0.00566,0.042,0.1,0.535,99.769
1992,Stay,Shakespears Sister,6DfE5Zb6Fi57Nufe7s0lLP,0.506,0.597,0.0371,0.526,0.000278,0.065,0.163,96.603
1992,2 Legit 2 Quit,MC Hammer,4ZnKSrukEcPuMxGrcZEEh1,0.853,0.889,0.0828,0.0395,6.88e-06,0.0313,0.659,124.542
1992,Please Don't Go,K.W.S.,41DTJjf2ZT7dTuZOKBNKbb,0.725,0.954,0.0375,0.0437,0.0857,0.132,0.594,120.248
1992,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,18sytW2s53Of6NVudQyUlH,0.666,0.531,0.0521,0.117,1.39e-06,0.039,0.551,137.17
1992,Wishing On a Star,The Cover Girls,7EE5va6hu88TSdtbXrEl0J,0.353,0.544,0.0331,0.581,9.95e-05,0.0835,0.48,88.898
1992,She's Playing Hard To Get,Hi-Five,2MYtYwqRutASW0oVTYPuEX,0.518,0.807,0.057,0.00768,0,0.271,0.781,199.979
1992,I'd Die Without You,P.M. Dawn,7kFAwFdZcvvqOggZ2dY5jg,0.543,0.266,0.0443,0.256,0.00093,0.0993,0.343,79.992
1992,Good For Me,Amy Grant,2GwDKcTJlvoRDaJXkA7ULJ,0.594,0.883,0.0451,0.329,8.33e-05,0.276,0.863,89.997
1992,All I Want,Toad The Wet Sprocket,2GHYJ0dhVds3PODKnTdiGE,0.6,0.811,0.0788,0.0558,6.82e-06,0.109,0.622,124.303
1992,When a Man Loves a Woman,Michael Bolton,3ascnOSOR5MX901ylGuhcl,0.476,0.363,0.0296,0.2,0,0.055,0.243,164.555
1992,I Can't Dance - 2007 Remastered Version,Genesis,0No5Hr1LxZjJHGsQSTy2bm,0.914,0.528,0.0508,0.499,4.38e-06,0.0454,0.898,107.557
1992,Hazard,Richard Marx,1ntKYuqLlmV3sTZoNyeHhM,0.676,0.582,0.0258,0.175,0.00396,0.0672,0.648,124.838
1992,Mysterious Ways,U2,50JK22El2PTIzZBU2liLDI,0.674,0.659,0.0277,0.00156,0.00765,0.108,0.697,99.768
1992,Too Funky - Single Edit,George Michael,4KjPPpRbthW8dSNdisR2Wi,0.659,0.893,0.076,0.0211,0.308,0.72,0.756,98.262
1992,How Do You Talk To An Angel?,The Heights,2QVHmiFTjFsHyxONRdbkcq,0.404,0.51,0.0321,0.281,6.32e-06,0.0789,0.526,80.643
1992,One,U2,3G69vJMWsX6ZohTykad2AU,0.392,0.534,0.0369,0.245,0.00104,0.155,0.325,181.305
1992,Keep On Walkin',CeCe Peniston,5Rg4i5SEzUXAiztaIwG3Qd,0.774,0.705,0.0448,0.00279,0.0128,0.247,0.63,104.983
1992,Hold On My Heart,Genesis,6vA3TaRQSawgyipja6FYLM,0.45,0.328,0.0315,0.594,0.0197,0.0729,0.289,171.944
1992,The Way I Feel About You,Karyn White,5LLRxnEQAbnQNzLK0mAC2R,0.673,0.888,0.0364,0.261,0.000134,0.234,0.801,110.772
1992,Beauty and the Beast - from the Soundtrack "Beauty and the Beast",Céline Dion,7Ezn4gFsL1PZIPK1PRJTAe,0.476,0.41,0.0317,0.479,5.46e-05,0.141,0.0869,77.341
1992,Warm It Up,Kris Kross,4Gv46S98aguDKuKTrbRBus,0.865,0.778,0.249,0.0411,0,0.303,0.763,103.008
1992,In the Closet - Single Version,Michael Jackson,00r8TWNSkGnMDLqpxd4wia,0.861,0.812,0.0584,0.0702,0.000867,0.0589,0.693,111.655
1992,People Everyday,Arrested Development,6JvodgYcsthsORxPsEYUoe,0.839,0.508,0.219,0.0126,3.06e-05,0.0928,0.874,80.014
1992,No Son Of Mine - 2007 Remastered Version,Genesis,6YsCavQbx3YITYsnIKvF3j,0.658,0.595,0.0251,0.133,0.000358,0.0978,0.256,103.975
1992,Wildside,Marky Mark And The Funky Bunch,2U25Ne3teRZLF1wsRnjcfW,0.765,0.358,0.113,0.182,0.238,0.1,0.226,105.415
1992,Do I Have To Say The Words?,Bryan Adams,2jstyP5wqWuPfH8GCRUrwr,0.507,0.581,0.0294,0.0804,3.19e-06,0.167,0.485,128.095
1992,Friday I'm in Love,The Cure,263aNAQCeFSWipk896byo6,0.526,0.762,0.0342,0.000972,0.000116,0.338,0.505,136.203
1992,Everything About You,Ugly Kid Joe,3YgkTpILtOWngT7PVHg8kO,0.511,0.789,0.064,0.0106,1.8e-06,0.166,0.751,122.567
1992,Blowing Kisses In The Wind,Paula Abdul,1uhsVQi7IADIxZXN1xJnk5,0.524,0.544,0.0337,0.574,0,0.236,0.261,147.674
1992,Thought I'd Died And Gone To Heaven,Bryan Adams,68Qv4S2uJ0nLvdtWPrlOVt,0.438,0.735,0.0301,0.0632,0,0.0943,0.527,174.335
1992,Rhythm Is A Dancer,SNAP!,4yUgj0i6ttqorcmQYmkQIF,0.756,0.656,0.0338,0.21,0.218,0.0889,0.876,124.364
1992,Addams Groove,MC Hammer,46jqxETXUwgLRsoMGuwFLa,0.912,0.582,0.271,0.0333,0,0.0572,0.842,119.996
1992,Missing You Now,Michael Bolton,4PS0VSN9j8za2aU0Ac14lt,0.619,0.582,0.027,0.12,0,0.263,0.281,95.023
1992,Back To The Hotel,N2DEEP,0qlMXIyIYiT80epMTQo5aK,0.816,0.392,0.0417,0.000178,0.0011,0.132,0.304,100.862
1992,Everything Changes,Kathy Troccoli,7rJXvz9zXQr9YYdYzeXe7U,0.749,0.874,0.0332,0.0853,2.66e-06,0.0414,0.78,117.776
1992,Have You Ever Needed Someone So Bad,Def Leppard,0nf9RjoFTcOzTIXtmzhRuH,0.497,0.726,0.0272,0.0489,8.99e-06,0.049,0.735,136.792
1992,Take This Heart,Richard Marx,1aHCn2d62m0Gghu0nLeaw3,0.612,0.694,0.026,0.00142,0.0012,0.0749,0.551,115.53
1992,When I Look Into Your Eyes,Firehouse,1yJWqYYDQge60nZKdLyiZU,0.396,0.612,0.0277,0.00288,4.71e-05,0.233,0.241,146.759
1992,I Wanna Love You,Jade,2BDRHFw5170t2kRHD3uEMU,0.731,0.707,0.0769,0.0596,0.00654,0.264,0.838,200.306
1992,Uhh Ahh,Boyz II Men,0MrD47wtvAu6igsy8vqUzN,0.726,0.652,0.0857,0.151,0,0.238,0.633,125.971
1992,Real Love,Mary J. Blige,3XG801WWhqC753dekEBkMt,0.769,0.781,0.0797,0.119,0.000371,0.0506,0.826,95.02
1992,Justified & Ancient - Stand by the Jams,The KLF,1XAZlnVtthcDZt2NI1Dtxo,0.617,0.872,0.048,0.0158,0.112,0.408,0.504,111.458
1992,Slow Motion,Color Me Badd,03GzYByXsXHcoEAxjsWv9G,0.783,0.885,0.0648,0.00531,0.752,0.0435,0.941,92.042
1992,What About Your Friends,TLC,63PIgPkDf3rswlU4ZWCYAM,0.744,0.851,0.049,0.0267,0.00738,0.0989,0.626,105.882
1992,Thinkin' Back,Color Me Badd,5OI4XbIHmAGDNnmP01sD82,0.587,0.326,0.0242,0.208,1.01e-05,0.133,0.271,90.813
1992,Would I Lie To You?,Charles & Eddie,21MLFi0ISlqDBp7DQHPi7p,0.547,0.538,0.0567,0.473,0,0.0369,0.718,202.409
1992,That's What Love Is For,Amy Grant,367dmPOxuMP8FsrZHenNnq,0.544,0.699,0.0341,0.258,0,0.144,0.293,141.844
1992,Keep Coming Back,Richard Marx,0GMFC1osUTm2qKycgHdwWD,0.72,0.478,0.0239,0.115,2.27e-05,0.104,0.672,97.073
1992,Free Your Mind,En Vogue,2vG1yrWSMiL6egg6w4e9ma,0.765,0.831,0.0565,0.0894,0,0.393,0.809,100.026
1992,Keep It Comin',Keith Sweat,5DcIkTnThkzh1fTnF6juFx,0.667,0.899,0.0809,0.0371,4.12e-06,0.541,0.738,101.477
1992,Just Take My Heart,Mr. Big,2jzpaRSkIPFSdSysOZeeMG,0.62,0.295,0.034,0.56,0,0.0979,0.174,84.391
1992,I Will Remember You,Amy Grant,76crWZqaiFzlTPGzNtT4w1,0.513,0.658,0.0277,0.0329,9.3e-05,0.0805,0.336,177.625
1992,We Got A Love Thang,CeCe Peniston,1Z1BvDuDYOaQaQtoeCDSuA,0.685,0.651,0.0298,0.000241,0.00592,0.355,0.754,120.017
1992,Rock Of Ages - Live,Def Leppard,7fQb4urky9HI0OjWF9ZKcP,0.408,0.921,0.0733,0.000254,0.00277,0.99,0.367,105.491
1992,They Want EFX,Das EFX,3HCzj965m8Fz2E8wZkir6q,0.755,0.459,0.358,0.115,0,0.0851,0.597,98.454
1993,I Will Always Love You,Whitney Houston,4eHbdreAnSOrDDsFfc4Fpm,0.306,0.214,0.0356,0.844,5.3e-06,0.0839,0.108,66.98
1993,Whoomp! (There It Is),Tag Team,4utp1jggcXcMzdPBTbnCA3,0.798,0.649,0.0411,0.00138,0,0.0792,0.433,129.422
1993,(I Can't Help) Falling In Love With You,UB40,7aR1QwbQa26sjDXiVMLik4,0.637,0.837,0.0363,0.0393,0.00294,0.142,0.825,172.455
1993,That's The Way Love Goes,Janet Jackson,29rQJydAlO0uMyWvRIZxQg,0.703,0.7,0.0693,0.302,0.471,0.0718,0.582,97.675
1993,Freak Me,Silk,5CdJveJgiGXoGwDFqF6afp,0.697,0.608,0.0463,0.0295,0,0.276,0.725,133.879
1993,Weak,SWV,5mbODTX3uNkpNk0d76wG60,0.688,0.601,0.0384,0.0608,0,0.0611,0.56,127.662
1993,If I Ever Fall In Love,Shai,1jCsCYgzQQHk3bDJDuFbNi,0.525,0.221,0.0317,0.779,0,0.159,0.415,36.71
1993,Dreamlover,Mariah Carey,7B46V9G3rBQryzZVtAaWAR,0.698,0.715,0.0357,0.191,0,0.176,0.759,100.665
1993,Rump Shaker,Wreckx-N-Effect,4dY4JVC0Q9CwpeZ6JAclIc,0.885,0.81,0.235,0.00277,0.0327,0.302,0.247,102.773
1993,Informer,Snow,2LjiPAQOVazT8sRyXL3XRs,0.763,0.742,0.188,0.0984,0,0.38,0.483,98.145
1993,Nuthin' But A "G" Thang,Pollie Pop,3aJiB41VbS7y7j61HrN9da,0.757,0.771,0.305,0.0261,1.69e-05,0.105,0.409,79.266
1993,In The Still Of The Nite (I'll Remember),Boyz II Men,16dbGMVeJg15mLFktHX5LJ,0.532,0.215,0.0371,0.78,0,0.148,0.23,77.94
1993,Don't Walk Away,Jade,7tsRp7QKUBp6hc9bth0h7x,0.831,0.915,0.128,0.147,0.00571,0.196,0.881,102.979
1993,Knockin' Da Boots,H-Town,45eFdXow49Qt3LpnaI7x0Q,0.781,0.397,0.115,0.211,0,0.0606,0.485,127.98
1993,Lately,Jodeci,5hIljtQ1fRvDRc1aHdhwWK,0.385,0.317,0.0569,0.666,1.27e-06,0.945,0.312,125.919
1993,Dazzey Duks,Duice,6PKCsRNoaH5FZuIHC6d2hj,0.891,0.625,0.222,0.00295,0,0.026,0.876,134.077
1993,Show Me Love,Robin S,4t0UsYzmmmZRMTWn77jiGF,0.811,0.833,0.153,0.014,2.06e-05,0.0769,0.567,120.258
1993,A Whole New World (Aladdin's Theme),Peabo Bryson,7fLkHVJAJLENmSvhrEHZxV,0.541,0.195,0.0334,0.644,0,0.152,0.132,107.933
1993,If,Janet Jackson,0t414ewhjcIiuPVF3QECz2,0.653,0.976,0.0797,0.0374,0.00173,0.561,0.447,105.575
1993,I'm So Into You,SWV,1DkGOPjC2OXN7xcT31fjXN,0.841,0.552,0.0498,0.0453,0.00154,0.0533,0.596,99.018
1993,Love Is,Vanessa Williams And Brian McKnight,7z8NZEvwZU6PzYAzkw3DWE,0.487,0.361,0.0236,0.379,2.88e-05,0.12,0.177,79.857
1993,Runaway Train,Soul Asylum,3Ib3SJV8ZXuLvDiDb2w1As,0.616,0.714,0.0385,0.00481,0,0.133,0.53,117.422
1993,I'll Never Get Over You Getting Over Me - 7" Version,Exposé,44qy6ywloZIkMPOMOZzm05,0.321,0.289,0.0306,0.623,0,0.359,0.157,167.048
1993,Ditty,Paperboy,2JaHnS7CcIPoc7Il4BkqdR,0.838,0.452,0.0547,0.0509,0,0.0666,0.708,99.075
1993,Rhythm Is A Dancer,SNAP!,4yUgj0i6ttqorcmQYmkQIF,0.756,0.656,0.0338,0.21,0.218,0.0889,0.876,124.364
1993,The River of Dreams,Billy Joel,30qVCFYKBtAENjTIBA8FPZ,0.631,0.749,0.0576,0.205,5.21e-06,0.0667,0.437,89.646
1993,I'm Gonna Be (500 Miles),The Proclaimers,66S14BkJDxgkYxLl5DCqOz,0.851,0.551,0.0396,0.151,0,0.0827,0.807,131.922
1993,Two Princes,Spin Doctors,4ePP9So5xRzspjLFVVbj90,0.543,0.912,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731
1993,Right Here,SWV,3UD1XZiA0iP29KI3FuK5Xw,0.697,0.854,0.0797,0.102,0.0125,0.07,0.669,105.484
1993,I Have Nothing,Whitney Houston,31er9IGsfFbwqy1pH4aiTP,0.54,0.401,0.0364,0.576,0,0.164,0.24,152.974
1993,Mr. Wendal,Arrested Development,5DOYik1z3Of1wAFfY3dYbC,0.884,0.37,0.112,0.0188,0.00423,0.026,0.883,109.997
1993,Have I Told You Lately - 2008 Remaster,Rod Stewart,6mIY6O7uNGgVqOoX70UAYh,0.523,0.366,0.0331,0.498,0,0.094,0.291,142.814
1993,Saving Forever for You,Shanice,6pVU9bk1Tvbqlq719vJooz,0.655,0.545,0.0342,0.494,0,0.0417,0.463,133.358
1993,Ordinary World,Duran Duran,0wokCRaKD0zPNhMRXAgVsr,0.472,0.652,0.0305,0.0131,1.12e-05,0.14,0.401,140.124
1993,If I Had No Loot,Tony! Toni! Toné!,5oPRLER8bCQN3RFFVvLbTC,0.882,0.706,0.0511,0.109,0,0.275,0.754,106.712
1993,I'd Do Anything for Love (But I Won't Do That) - Radio Edit,Meat Loaf,3VTBfa6YBDgBxsZ5o2Pyas,0.395,0.535,0.0689,0.612,0,0.298,0.356,103.783
1993,Slam,Onyx,0W2mz7mvaBaEsC4rmoRNPn,0.879,0.692,0.352,0.0706,0.00426,0.915,0.804,98.329
1993,Looking Through Patient Eyes,P.M. Dawn,2SfBzxh1MQSYKQeuhCzHub,0.779,0.656,0.0433,0.201,1.56e-06,0.262,0.675,102.234
1993,I'm Every Woman,Whitney Houston,3ysLLm011D1ePCXaPo4nrW,0.666,0.853,0.0543,0.0182,0.0027,0.126,0.374,119.538
1993,Baby I'm Yours,Shai,5jnf5Lv2TJX9uYHsFKfrEh,0.496,0.571,0.0517,0.23,1.32e-05,0.149,0.574,104.912
1993,Come Undone,Duran Duran,0yfNXxlyXdmP0ue1iJijx1,0.542,0.793,0.053,0.0423,3.95e-06,0.0814,0.708,173.931
1993,I Don't Wanna Fight,Tina Turner,7IUTUjBJ8mzMwZpyxcI5g0,0.638,0.762,0.0381,0.304,9e-05,0.112,0.726,92.046
1993,I'd Die Without You,P.M. Dawn,7kFAwFdZcvvqOggZ2dY5jg,0.543,0.266,0.0443,0.256,0.00093,0.0993,0.343,79.992
1993,Whoot! There It is (Karaoke Version With Background Vocals) - Originally Performed By 95 South,A-Type Player,2ZB31cchqbydhQ6XYXCEwb,0.865,0.627,0.0497,0.0281,0.00123,0.168,0.108,132.876
1993,Hip Hop Hooray,Naughty By Nature,3fwUpUntnrvggfHhvyQq6D,0.869,0.826,0.101,0.0482,2.42e-06,0.326,0.721,99.143
1993,Another Sad Love Song,Toni Braxton,70iDnqYvxCPl3mPd3ddxgD,0.78,0.71,0.0479,0.0143,3.49e-05,0.0366,0.858,96.067
1993,Will You Be There (Theme from "Free Willy"),Michael Jackson,2rN2WzftSKZzDLFApWECWz,0.66,0.443,0.0373,0.663,0.0182,0.114,0.416,82.984
1993,Comforter,Shai,6vHJpgX1QTYa9SVXankGVR,0.738,0.383,0.0302,0.00645,0.000231,0.134,0.482,121.897
1993,Good Enough,Bobby Brown,63flJygRbWG473VvWiODYC,0.578,0.744,0.054,0.00783,0.000333,0.0464,0.531,180.323
1993,What's Up?,4 Non Blondes,0jWgAnTrNZmOGmqgvHhZEm,0.561,0.555,0.0287,0.16,0,0.114,0.497,134.369
1993,All That She Wants,Ace of Base,4eLQPgkIwZI6OlllntlLdF,0.801,0.641,0.0565,0.00444,3.54e-05,0.105,0.829,93.773
1993,7,Prince,01IlpPIwATpQXfeS49JDSF,0.747,0.749,0.0563,0.0917,0,0.0444,0.563,100.722
1993,Dre Day (Karaoke Version With Background Vocals) - Originally Performed By Dr. Dre,A-Type Player,7nMVXQeBBZaHx9fs1pqMBp,0.661,0.51,0.0349,6.12e-05,0.00324,0.185,0.706,94.863
1993,One Last Cry,Brian McKnight,3l9OCOG3Vt6c2lxeMyGSIY,0.261,0.14,0.0334,0.912,0.00028,0.133,0.0984,71.251
1993,Just Kickin' It,Xscape,51RvCRzeTqoQgdOBgcpHtT,0.694,0.365,0.0635,0.054,3.43e-05,0.401,0.693,80.904
1993,I Get Around,2Pac,74kHlIr01X459gqsSdNilW,0.85,0.705,0.114,0.139,9.05e-06,0.3,0.656,96.206
1993,Bed Of Roses,Bon Jovi,1zbghkIUn7ghoOWiBcXXju,0.327,0.513,0.0292,0.141,0,0.175,0.158,164.315
1993,Real Love,Mary J. Blige,3XG801WWhqC753dekEBkMt,0.769,0.781,0.0797,0.119,0.000371,0.0506,0.826,95.02
1993,Here We Go Again! - Radio Edit,Portrait,5rIr1MOh4cWwpdln1QqTPS,0.771,0.745,0.0904,0.0256,0.000374,0.107,0.599,106.709
1993,Cryin',Aerosmith,1CShgAvkBtZUy8YO1cNIuC,0.446,0.836,0.032,0.000262,0.0212,0.318,0.566,105.848
1993,Cat's in the Cradle (Acoustic),Ugly Kid Joe,6gtI5v2iR4EkcH3lKfZGWi,0.496,0.501,0.0412,0.697,0,0.1,0.382,150.868
1993,What About Your Friends (Album Radio Edit) [W/Rap],TLC,2kj85VbgWmhWKyrZGpnxXc,0.753,0.943,0.0655,0.0191,0.00865,0.0726,0.659,105.981
1993,I Got A Man,Positive K,6cgVkoKJKxBxa0n3WymZoc,0.822,0.938,0.154,0.0872,0,0.335,0.767,103.739
1993,Hey Mr. DJ,Zhané,4Mm3eNo7eb6SM5TS6yLvwJ,0.859,0.502,0.0575,0.0227,0.00286,0.0646,0.876,101.304
1993,Insane in the Brain,Cypress Hill,5ygvbAz2gHyDZo0WfhPMqm,0.905,0.698,0.227,0.0283,0.325,0.123,0.752,102.219
1993,Deeper and Deeper,Madonna,6KU8g98m1tcrUXRNjPQeOI,0.659,0.818,0.0265,0.00601,0.299,0.336,0.39,119.943
1993,Rain,Madonna,3b3PnE1ROIZzILjmCGjVib,0.592,0.642,0.026,0.0883,0.00134,0.131,0.16,92.419
1993,The Right Kind of Love,Jeremy Jordan,6WTwlLmhaq935X1jCq19wT,0.712,0.597,0.0361,0.199,0,0.043,0.917,178.36
1993,Bad Boys (Theme from COPS),Inner Circle,0qeKzbUsW0V4ZWRJrHNiD3,0.781,0.722,0.0668,0.236,0.00042,0.077,0.532,87.862
1993,That's What Love Can Do [In the Style of Boy Krazy] {Karaoke Lead Vocal Version},The Karaoke Channel,5QasoYg4lmlMpqAeVCiiFL,0.72,0.716,0.0314,0.0255,0,0.0501,0.71,118.846
1993,Do You Believe In Us,Jon Secada,3u5e3ovyvQLoauwUzWezvX,0.662,0.891,0.0349,0.0103,3.64e-06,0.634,0.743,107.75
1993,Angel,Jon Secada,543d68hZ4dzVePFfdVc0Ki,0.485,0.477,0.0262,0.295,3.35e-05,0.202,0.134,151.704
1993,Forever in Love,Kenny G,1PYjOMp27slDQczgZRTwmt,0.375,0.493,0.028,0.261,0.0985,0.158,0.0987,81.549
1993,Again,Janet Jackson,0IaMMHVbpJ0LrRAeigWOXr,0.358,0.287,0.0303,0.882,0.00607,0.186,0.189,130.128
1993,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,3iypU9F4bnrvKI8gYfj4ov,0.816,0.947,0.138,0.0537,0,0.317,0.651,100.039
1993,When She Cries,Restless Heart,61EQfJXizp4MIpLYWyLoQI,0.666,0.521,0.0292,0.114,0,0.0604,0.361,105.223
1993,Sweat (A La La La La Long),Inner Circle,1SssFw74DdHVjRa6ADggdD,0.787,0.727,0.224,0.0124,0,0.157,0.936,173.025
1993,It Was A Good Day,Ice Cube,2MuJbBWAVewREJmB8WdGJ3,0.78,0.754,0.0949,0.135,0.0339,0.0467,0.81,82.395
1993,More and More,Captain Hollywood Project,32NstbSSIAGsRRjVoRsUfX,0.654,0.83,0.0372,0.244,0.886,0.0699,0.717,125.867
1993,How Do You Talk To An Angel,The Heights,4lrJYVx7UWomO5kL5AwvLJ,0.5,0.658,0.0338,0.25,2.78e-06,0.0847,0.546,80.871
1993,Rebirth Of Slick (Cool Like Dat),Digable Planets,26q6YTrXt9l8qshIveiTX9,0.884,0.334,0.228,0.0476,0.0588,0.107,0.571,98.315
1993,What Is Love,Haddaway,0lqNstW27BvhHXn6sqyQhX,0.688,0.77,0.0312,0.0234,0.00783,0.076,0.741,123.868
1993,To Love Somebody,Michael Bolton,4ye6YRG07XMpZZ9Y9tNTt6,0.367,0.353,0.0288,0.335,0,0.1,0.282,74.103
1993,Give It Up Turn It Loose,En Vogue,0BdAjgQqEb12CyH19xBU2N,0.836,0.58,0.0692,0.19,0.000271,0.0379,0.939,93.015
1993,Alright,Kris Kross,3uGjLZ5abCyCfYXBVfpf8X,0.803,0.582,0.19,0.00432,4.26e-05,0.252,0.547,97.305
1993,Check Yo Self,Ice Cube,50qNkwFNFV4jQrVdyz6p3y,0.858,0.816,0.117,0.15,1.21e-05,0.446,0.794,101.036
1993,Fields Of Gold,Sting,1VI7sH93UcY0stZYVqvMoH,0.641,0.379,0.0246,0.325,0.0103,0.0746,0.307,103.979
1993,Ooh Child [In the Style of Dino] {Karaoke Lead Vocal Version},The Karaoke Channel,7cMgTLQab2oQfeCba5KMFc,0.7,0.725,0.0573,0.0376,0.00124,0.346,0.861,96.098
1993,Faithful,Go West,4gTvgAPqPDj2fL5B7EpLC0,0.615,0.912,0.0416,0.0323,0,0.0966,0.753,105.538
1993,Reason To Believe,Rod Stewart,6dCWWQ7qK2EE1lL6ySxFba,0.349,0.584,0.0441,0.699,0.00172,0.222,0.428,138.215
1993,Break It Down Again,Tears For Fears,15kc3DJyYixeEEq5kRRrOm,0.685,0.743,0.0249,0.0183,0.63,0.112,0.509,108.998
1993,Nothin' My Love Can't Fix [In the Style of Joey Lawrence] {Karaoke Lead Vocal Version},The Karaoke Channel,1rK80mjJB4SvfAwo2haZdK,0.773,0.576,0.0764,0.0303,1.1e-06,0.0668,0.874,105.96
1993,Three Little Pigs,Green Jelly,6DiPkm7C3LD9XsJWTGPFgv,0.449,0.95,0.225,0.0115,3.66e-05,0.514,0.339,144.469
1993,Livin' On The Edge,Aerosmith,4avSaixVwu8uqfSs7zgoj3,0.399,0.881,0.0347,0.0019,0.00429,0.39,0.272,84.58
