year,song,artist,spotifyid,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo 
1969,Only The Strong Survive - Single Version,Jerry Butler,4rVqbRfKB3tY1Z8nu2i0ny,0.428,0.444,0.0495,0.775,0,0.341,0.884,121.926
1969,Baby Baby Don't Cry - Stereo,Smokey Robinson & The Miracles,72RTlJ7ayZTaXTwAXOGD8l,0.516,0.397,0.024,0.571,0,0.0845,0.707,94.677
1969,A Boy Named Sue - Live,Johnny Cash,5n5yLXMuiUN4CHRKDPZ973,0.676,0.468,0.326,0.752,0,0.99,0.881,100.974
1969,In the Ghetto,Elvis Presley,6V0CTPutuWYboT5DrAoaK5,0.405,0.312,0.0365,0.727,0.199,0.112,0.438,88.546
1969,Baby It's You,Smith,6DBdd6oYkrNFXAuZwXXBQo,0.535,0.69,0.0326,0.0254,0.215,0.103,0.744,95.376
1969,Easy To Be Hard - Single Version,Three Dog Night,6rJKlVlh7sW2Sc3jl8efb2,0.339,0.392,0.0363,0.271,0.000101,0.102,0.387,88.596
1969,My Cherie Amour,Stevie Wonder,5ZoDwIP1ntHwciLjydJ8X2,0.574,0.507,0.0258,0.228,4.57e-06,0.279,0.514,101.085
1969,Green River,Creedence Clearwater Revival,71gNyusAiJe9UdX5j92OzD,0.735,0.524,0.0295,0.055,0.00394,0.0482,0.971,141.538
1969,Hurt So Bad - Remastered,The Lettermen,63ab3tF9sxQl9zXqnDI5Yk,0.436,0.369,0.0348,0.493,0,0.0565,0.499,102.055
1969,Going In Circles,The Friends Of Distinction,5gUk26spbkbYgXmDTMbW3C,0.385,0.339,0.0373,0.809,0,0.307,0.278,117.449
1969,Spinning Wheel,Blood Sweat & Tears,2AhGWwkn71UUTDaQmqqxyw,0.692,0.37,0.0577,0.413,5.69e-05,0.297,0.582,96.748
1969,In The Year 2525,Zager & Evans,6AKIj4e9v1SmkbU09Y5B7O,0.45,0.515,0.0304,0.0451,0,0.282,0.536,124.004
1969,Bad Moon Rising,Creedence Clearwater Revival,2bMlSOpa1WVMQZT9zWYUZc,0.676,0.502,0.0271,0.0834,3.5e-05,0.0676,0.964,89.816
1969,Jean,Oliver,5v4sUZA2Oyni7EtBL586V7,0.323,0.127,0.0321,0.841,0.00413,0.117,0.394,92.637
1969,Jean,Oliver,4qSzuOjpi8fs510VJJNnrY,0.271,0.25,0.0292,0.9,0.0792,0.102,0.329,90.726
1969,Sweet Caroline,Neil Diamond,5akBpqWmFWEHoBGRIrR5aK,0.525,0.131,0.0281,0.623,0.000145,0.254,0.616,63.071
1969,It's Your Thing,The Isley Brothers,7ow4npZ9i9t2fsJ7iJ4Naf,0.381,0.595,0.0979,0.0722,8.44e-06,0.0444,0.811,184.783
1969,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,4Pdrb9DAbNTd45qKXdXQ6S,0.581,0.689,0.0256,0.0455,0,0.0851,0.62,110.916
1969,Proud Mary,Creedence Clearwater Revival,6mv76kovZyVB0UHbqUsee0,0.699,0.641,0.0289,0.13,0.000218,0.0601,0.728,120.745
1969,Suspicious Minds,Elvis Presley,1rNIemOtKOeQk0vQJuRw43,0.466,0.371,0.0304,0.0265,0.000331,0.418,0.718,118.163
1969,Grazing In the Grass,The Friends Of Distinction,755QPhAgO1YSmbs8a9M9b9,0.595,0.857,0.163,0.498,0,0.355,0.74,127.629
1969,Get Together,The Youngbloods,4qxsM71CUQmCD5eRIJIqpy,0.497,0.416,0.0268,0.548,0.065,0.0846,0.59,103.317
1969,Love Theme from "Romeo and Juliet" - Remastered,Henry Mancini,1QPIHyNmtXVRWLHqOywCUn,0.237,0.236,0.0321,0.912,0.175,0.261,0.202,68.822
1969,Too Busy Thinking About My Baby - Single Version / Mono,Marvin Gaye,2JS6EF7b5l7YUflV0HY9hi,0.744,0.469,0.0324,0.183,0,0.119,0.858,117.998
1969,Hair,The Cowsills,5pjlEqTAOq1snQlcSMgF14,0.533,0.509,0.0546,0.424,0,0.308,0.585,114.964
1969,Crystal Blue Persuasion (45 Version),Tommy James & The Shondells,6NWD6siQErobvmydHcmhCw,0.63,0.292,0.0389,0.243,7.37e-05,0.484,0.765,99.348
1969,One - Single Version,Three Dog Night,06pwsQurRPEEG8P6aXzoAJ,0.586,0.535,0.0319,0.508,0,0.0967,0.462,122.557
1969,Crimson and Clover,Tommy James & The Shondells,6FEKEO3y7QFcMwoGeR0GtU,0.456,0.609,0.068,0.275,0.0198,0.108,0.682,84.441
1969,Build Me Up Buttercup,The Foundations,3iwujDVtiJQwqbvjVS6LZV,0.648,0.607,0.0306,0.378,0,0.28,0.879,133.555
1969,(It Looks Like) I'll Never Fall In Love Again,Tom Jones,0po1o1hSg9pSIwgyqOb2Qb,0.374,0.436,0.0291,0.806,1.48e-05,0.0925,0.327,146.993
1969,Hot Fun in the Summertime,Sly & The Family Stone,4t6NQkpUmvpvLDCkl3XuwA,0.656,0.65,0.0575,0.634,0.0148,0.161,0.931,146.268
1969,Dizzy,Tommy Roe,0Hdo4FaE4ytUccrMz6XmNk,0.794,0.434,0.0397,0.00763,0.24,0.127,0.67,101.703
1969,Everyday People,Sly & The Family Stone,7vwpuSzl2ME9NkpZUzw8Wj,0.813,0.532,0.0296,0.21,0.0249,0.0731,0.723,114.565
1969,Honky Tonk Women - Mono Version,The Rolling Stones,3RZMzCvYsmJ0u2ioKTOsmJ,0.562,0.768,0.0606,0.381,0.03,0.168,0.966,119.544
1970,Bridge Over Troubled Water,Simon & Garfunkel,6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,0.0323,0.822,0.000649,0.115,0.264,79.764
1970,(They Long To Be) Close To You,Carpenters,79SE4x5ZROfEqaN12nXFHj,0.543,0.241,0.0344,0.669,6.27e-05,0.121,0.205,89.078
1970,American Woman - 7" Version,The Guess Who,5LPGZnsy07YNxeuTI1X3RT,0.538,0.841,0.0375,0.0424,0.00178,0.312,0.881,93.077
1970,Raindrops Keep Fallin' On My Head,B.J. Thomas,0zRtBDhwtIFTfoK2HuURbM,0.519,0.446,0.0388,0.813,0.000124,0.11,0.654,104.962
1970,War,Edwin Starr,62YSp8jfmw4RKBzP9QpXH2,0.57,0.715,0.136,0.0514,0,0.162,0.739,108.82
1970,Ain't No Mountain High Enough - Short Promo Version,Diana Ross,5QE9IQpyhYet28c9ZBq6eE,0.393,0.562,0.0276,0.516,0,0.585,0.463,102.04
1970,I'll Be There,The Jackson 5,5RdhBLmB4DyFHLglRrfx63,0.51,0.515,0.0253,0.593,1.24e-06,0.654,0.331,93.212
1970,Get Ready - Single Version,Rare Earth,0JHj9YBdBGSASzjTQoMleo,0.643,0.937,0.0288,0.0156,0.00727,0.0498,0.961,134.756
1970,Let It Be - Remastered 2009,The Beatles,7iN1s7xHE4ifF5povM6A48,0.443,0.403,0.0322,0.631,0,0.111,0.41,143.462
1970,Band Of Gold - Re-Record,Freda Payne,0YgoNapnyIXuruBrzvoCSu,0.631,0.746,0.0277,0.451,0,0.424,0.93,108.875
1970,Mama Told Me (Not To Come),Three Dog Night,0vnWQqRGqMmFwqvtyMr8sZ,0.678,0.621,0.0537,0.135,0.000468,0.207,0.804,120.7
1970,Everything Is Beautiful,Ray Stevens,3umWiurM394C5MG7txFqZ4,0.37,0.378,0.0369,0.514,0,0.222,0.722,112.159
1970,Make It with You,Bread,11gfsr13S8qsfN48IILcHU,0.629,0.356,0.0246,0.66,0.000617,0.173,0.472,83.886
1970,Hitchin' a Ride,Vanity Fare,4dfXR186pboAgONCVQwMz6,0.73,0.643,0.0286,0.173,0,0.177,0.977,130.748
1970,ABC,The Jackson 5,6wDviYDtmSDZ0S6TVMM9Vc,0.736,0.689,0.0437,0.523,0.000319,0.123,0.95,93.781
1970,The Love You Save,The Jackson 5,2dYdai0GywuwYq6blSwDBV,0.755,0.703,0.06,0.364,0,0.113,0.949,113.732
1970,Cracklin' Rosie - Single Version,Neil Diamond,5pkd9ib1RgbkAd1R9bIOCa,0.562,0.492,0.0341,0.352,0,0.164,0.858,127.811
1970,Candida,The Dawn,1QdrUOQkbXJbpNqOKgJpq5,0.783,0.596,0.0676,0.235,0,0.0427,0.88,127.576
1970,Thank You (Falettinme Be Mice Elf Agin) - single master,Sly & The Family Stone,4lAnpiPDvKqpJGK38ax35t,0.899,0.77,0.0602,0.368,0.000312,0.101,0.932,105.739
1970,Spill The Wine,Eric Burdon,2nluoJKvE7rTBN7kve8dnr,0.847,0.459,0.0485,0.44,0,0.0781,0.959,119.513
1970,O-o-h Child,The Five Stairsteps,74JdR9aXE6I74oS1BVRsvb,0.488,0.754,0.0381,0.00154,2.42e-05,0.678,0.664,88.369
1970,Spirit in the Sky,Norman Greenbaum,0Y2SrByf4G3kbq2nBEHQRn,0.601,0.643,0.0314,0.112,0.00209,0.088,0.552,128.262
1970,Lay Down (Candles In The Rain),Melanie,66LevxamA5uN8xW2IzZYLg,0.317,0.866,0.0703,0.426,0.000445,0.0792,0.603,94.372
1970,Ball Of Confusion (That's What The World Is Today) - Stereo Version,The Temptations,6oB2ZQJnE7bulFyZlLxavg,0.561,0.654,0.0869,0.255,0,0.0979,0.886,79.05
1970,Love On a Two Way Street,The Moments,0cUSiw2kcQdHP058Irbvn1,0.477,0.409,0.0359,0.613,0,0.323,0.255,141.421
1970,Which Way You Goin' Billy?,The Poppy Family,0nF1CUagIOVyn5pIzf4PGr,0.3,0.689,0.0518,0.441,0.0264,0.0909,0.674,188.405
1970,All Right Now,Free,2ZMEdXxVSRfMshCDBMjt0o,0.786,0.481,0.114,0.00966,0,0.0954,0.785,119.854
1970,I Want You Back,The Jackson 5,7sag5A1K4FzdQzmig9KWX4,0.632,0.637,0.0403,0.338,0.000513,0.225,0.907,98.556
1970,Julie Do Ya Love Me,Bobby Sherman,41Al942aUUeiSFlIsiWRa2,0.425,0.41,0.0341,0.507,2.18e-06,0.3,0.664,82.177
1970,Green-Eyed Lady,Sugarloaf,7s2orxqJ8qE0aG3Ngvct3C,0.564,0.523,0.122,0.178,0.0303,0.0624,0.89,149.304
1970,Signed Sealed Delivered (I'm Yours),Stevie Wonder,2jg4Yc8071puvDRYi22B3a,0.646,0.784,0.0334,0.00495,0,0.061,0.819,108.84
1970,Ride Captain Ride,Blues Image,1d9hUvkv64Wmdu671Dydpc,0.547,0.655,0.0414,0.136,0.00737,0.116,0.649,125.545
1970,Venus,Shocking Blue,5Zi5WxBEBRkucpP79iRjGR,0.691,0.762,0.0367,0.462,0.0286,0.0804,0.957,128.111
1970,Instant Karma! (We All Shine On),John Lennon,2E9wKgL8NN7Tvydqcjoh7v,0.624,0.931,0.116,0.000899,0.00149,0.0631,0.14,119.887
1970,Patches,Clarence Carter,5vk9PL1tTyWrQY3TqRq2Rg,0.639,0.544,0.141,0.617,0,0.479,0.793,80.844
1970,Lookin' Out My Back Door,Creedence Clearwater Revival,3RTUfvRgq3pYTf7XY0FIcS,0.745,0.656,0.0405,0.188,0.00337,0.0941,0.858,105.318
1970,Rainy Night in Georgia,Brook Benton,1mRmNpeDpEbPXQluq7hmTe,0.226,0.512,0.039,0.0319,0.905,0.448,0.264,151.31
1970,Something's Burning,Kenny Rogers,7JHUSPFFZmXbF1JY4tqZKh,0.422,0.276,0.0984,0.0764,0.000438,0.11,0.123,185.848
1970,Give Me Just A Little More Time,General Johnson & The Chairmen of the Board,5JObMRMdgDzzP2physGTHq,0.583,0.631,0.0409,0.0804,2.15e-06,0.0566,0.542,128.443
1970,Love Grows (Where My Rosemary Goes),Edison Lighthouse,6hFAaTvtzYDkng1T5K4XLB,0.567,0.842,0.0312,0.746,1.84e-06,0.105,0.778,109.493
1970,The Long And Winding Road - Remastered 2009,The Beatles,3mlMpmY8oZIBFc39D9zLbh,0.299,0.329,0.0279,0.756,0.0105,0.0559,0.392,132.282
1970,Snowbird,Anne Murray,2ik5qJAcmrjbpON5QPxmRr,0.531,0.48,0.0366,0.256,0.000136,0.0908,0.881,104.117
1970,Reflections of My Life,Las Clasicas de Universal Stereo,3R3s733nwA8Yi1BMk4NGjx,0.388,0.406,0.0266,0.572,0.0351,0.295,0.51,92.668
1970,Hey There Lonely Girl,Eddie Holman,1MI8aQJAoaYhIaVNz5giKB,0.408,0.316,0.0292,0.71,2.79e-06,0.084,0.36,93.858
1970,The Rapper,The Jaggerz,0s1PceKn7sF0Pc8bsnDN1t,0.822,0.7,0.0326,0.141,0.00827,0.668,0.961,120.376
1970,He Ain't Heavy He's My Brother,The Hollies,6f5sSC3ORfpUMYtE4J06VW,0.319,0.275,0.0303,0.444,0.000365,0.183,0.253,75.754
1970,Tighter Tighter,Alive 'N Kickin',5OXATqrGVPG49BjEIY6yyM,0.407,0.826,0.053,0.0409,0.00014,0.0486,0.794,162.032
1970,Come And Get It - Remastered 2010,Badfinger,0wb21I1NV5uVUolRXIqlJF,0.616,0.629,0.0263,0.0285,1.32e-06,0.208,0.606,94.004
1970,Cecilia - Single Mix,Simon & Garfunkel,11CeyEFt21BvAICfd4U8FA,0.675,0.849,0.0386,0.409,1.31e-05,0.0916,0.965,104.765
1970,Love Land,Charles Wright & The Watts 103rd Street Rhythm Band,6f4FfgyRjy7IjmiQbP4CDi,0.677,0.482,0.0373,0.392,0,0.331,0.877,96.659
1970,Turn Back The Hands Of Time,Tyrone Davis,2Utc6zSCTtXmSi0AQf9LCv,0.609,0.56,0.0314,0.651,8.59e-05,0.0968,0.917,117.727
1970,Lola - Mono Single Version "Cherry Cola";2014 Remaster,The Kinks,0c2ta2eSTOMDpGHsitgb5c,0.416,0.839,0.0379,0.47,0.0787,0.193,0.894,151.774
1970,In the Summertime,Mungo Jerry,3RNyGLgSvmVRZ7xKUp8Wgd,0.754,0.449,0.0615,0.724,0,0.162,0.973,82.751
1970,Indiana Wants Me,R. Dean Taylor,5JD1r9RGE8W7Cid9XbpkGW,0.405,0.831,0.0501,0.0616,0.00456,0.326,0.712,177.598
1970,(I Know) I'm Losing You - Single Version,Rare Earth,18bZGZU0wZ2lV1SEDoXqqr,0.38,0.532,0.0434,0.537,4.62e-05,0.321,0.79,99.865
1970,Easy Come Easy Go,Bobby Sherman,7MSpE0g7Dg0R9yx1qs0rA4,0.58,0.454,0.0321,0.44,1.92e-05,0.162,0.753,142.262
1970,Express Yourself - Remastered Version,Charles Wright & The Watts 103rd Street Rhythm Band,6gQZKkphKIMxZgca5r7ImA,0.783,0.666,0.0814,0.665,0,0.204,0.906,92.471
1970,Still Water (Love),Four Tops,4PQW8rT9YtCObDyUrlv0jr,0.531,0.751,0.0228,0.582,0.000871,0.186,0.966,95.164
1970,Make Me Smile,Chicago,7k0UY4Kabh7SUHXowyfKj7,0.641,0.697,0.0513,0.125,0.00761,0.0993,0.781,125
1970,House of the Rising Sun,Frijid Pink,2n9OkacBuYg8DfVTfv4grL,0.306,0.724,0.0644,0.216,0.00461,0.194,0.195,114.531
1970,25 or 6 to 4 - 2002 Remaster,Chicago,7qm1dz6BuJh07zJMBF5ZlU,0.584,0.925,0.0527,0.232,0.0347,0.085,0.662,147.369
1970,My Baby Loves Lovin',White Plains,58uiNKZ1w4B89gHRfRLeJJ,0.685,0.743,0.0546,0.614,0,0.0815,0.714,132.083
1970,Love or Let Me Be Lonely,The Friends Of Distinction,4uW80X0ObmZ5YV3zeXU2Dm,0.525,0.433,0.0386,0.158,2.79e-05,0.114,0.462,96.453
1970,United We Stand,Brotherhood of Man,4L4LPNj9r88t3cONGhTXlF,0.599,0.486,0.0263,0.216,0,0.269,0.595,163.473
1970,We've Only Just Begun,Carpenters,4MQRDF62mf2KW7I8M1S9qA,0.236,0.33,0.0381,0.782,2.45e-06,0.111,0.319,173.308
1970,Arizona,Mark Lindsay,2RtmMC4btQbvQ9w5KxPZpy,0.479,0.453,0.0472,0.225,0.00038,0.143,0.756,81.18
1970,Fire and Rain,James Taylor,3LcYYV9ozePfgYYmXv0P3r,0.611,0.35,0.0356,0.499,7.84e-06,0.0844,0.36,76.064
1970,Groovy Situation - Rerecorded Version,Gene Chandler,1TzgeyC7QCxb6JJd623e1Q,0.702,0.55,0.0559,0.0817,9.04e-05,0.0313,0.706,92.377
1970,Evil Ways,Santana,5tmrnhMxx39jnu3kjopMdP,0.704,0.528,0.0358,0.22,0.35,0.14,0.73,117.472
1970,No Time,The Guess Who,19bR4aKlr6fD1eAHDCmr2l,0.484,0.477,0.0598,0.0795,5.09e-06,0.0548,0.122,128.265
1970,Didn't I (Blow Your Mind This Time),The Delfonics,1NeKY4qWsCnhY8fvhwQa7q,0.484,0.59,0.0283,0.795,0.00306,0.155,0.324,140.588
1970,The Wonder of You,Elvis Presley,07b3A9ZZNqrMYrvOEDNTmv,0.266,0.735,0.0508,0.421,0.0117,0.17,0.442,136.148
1970,Up Around The Bend,Creedence Clearwater Revival,36gPq8WG7tDxrblyGVUCiT,0.589,0.85,0.0343,0.0606,0.779,0.274,0.813,130.318
1970,(If You Let Me Make Love to You Then) Why Can't I Touch You?,Ronnie Dyson,637SLX7M0xzkP6V1acSxJp,0.457,0.652,0.0453,0.501,0,0.525,0.657,93.961
1970,I Just Can't Help Believing - Rerecorded,B.J. Thomas,4RqHoLuzJEKh2VWR1JgRBB,0.716,0.548,0.0307,0.195,0.000328,0.192,0.677,129.006
1970,It's A Shame - Remastered,The Spinners,5LuVBkfELaydohNZahwvNN,0.373,0.856,0.122,0.176,0,0.228,0.605,198.372
1970,For the Love of Him - Rerecorded Version,Bobbi Martin,2Z9Qe3hFIshiBWKYq4uQ9i,0.699,0.359,0.0371,0.166,0,0.673,0.427,114.977
1970,Mississippi Queen,Mountain,4vO9dmzNRqDhFY3jD1a3P7,0.58,0.624,0.0784,0.0975,0,0.0411,0.639,139.72
1970,I Want To Take You Higher,Ike & Tina Turner,6MTZPsmPQiGfylHzBpcKOF,0.673,0.807,0.145,0.406,0,0.0668,0.859,116.346
1970,The Letter - Single Version,Joe Cocker,5RMKovsB83mMsLgwzbFvYK,0.313,0.827,0.134,0.0681,0.229,0.65,0.814,177.927
1970,Ma Belle Amie - US Version,Tee-Set,3BzQ4YUYUAIF09bQeKfXVt,0.425,0.503,0.0458,0.1,0.000749,0.169,0.701,86.562
1970,The Bells,The Originals,0hpIRQCG6mf4RApr0SDuDP,0.236,0.724,0.0622,0.358,0,0.209,0.494,174.195
1970,Yellow River,Christie,4VnzKUBMB6cvog8Jvv1few,0.627,0.544,0.029,0.0859,0,0.152,0.877,129.851
1970,Somebody's Been Sleeping,The Main Ingredient,3mpDtgdYvgncMEwU3s4d0f,0.61,0.73,0.0652,0.22,3.56e-05,0.047,0.68,131.719
1970,Vehicle,The Ides Of March,6hnyQ0YpiO35rutiLLHLmr,0.474,0.734,0.0426,0.0871,0.00356,0.26,0.926,101.751
1970,Gimme Dat Ding,The Pipkins,0SolModrdnbWok9RG9JlEK,0.649,0.741,0.0414,0.598,2.15e-06,0.0295,0.918,96.791
1970,Lay A Little Lovin' On Me,Robin McNamara & Friends featuring Sheila Kirsten Hughes,5XGx66mt1T7InKGOQWvRR1,0.42,0.729,0.0817,0.483,0.00295,0.0369,0.795,107.751
1970,Up The Ladder To The Roof,The Supremes,2sHahlW8ib7C7GkuV39tKR,0.535,0.565,0.0637,0.561,4.13e-06,0.17,0.673,120.146
1970,Travelin' Band,Creedence Clearwater Revival,0INUNNYfsp4qr6kJdY46mY,0.513,0.92,0.0511,0.0166,0.0282,0.178,0.963,166.186
1970,Psychedelic Shack,The Temptations,5kx4xMErn45NZvEChKiqdo,0.663,0.822,0.059,0.199,8.69e-06,0.0626,0.818,108.94
1970,Without Love,Tom Jones,6jNRoDS5K9WziEnKLlNqcG,0.312,0.413,0.0301,0.639,0.256,0.158,0.377,151.567
1970,Are You Ready? - Single Version,Pacific Gas & Electric,63efsmQuATznBX8OeiBiZp,0.573,0.761,0.0768,0.0042,4.53e-06,0.135,0.847,136.57
1970,Woodstock,Crosby Stills Nash & Young,2iqKVzMZpyUVPwxIVaQkhm,0.458,0.539,0.0571,0.121,0.00944,0.17,0.56,118.928
1970,I'll Never Fall in Love Again,Dionne Warwick,1MHgV79MSYE6ymNlGa3bRY,0.676,0.339,0.0509,0.717,9.77e-06,0.109,0.756,136.882
1970,Look What They've Done to My Song Ma,The New Seekers,3WbBwAvJt963l3EvSPFEev,0.412,0.456,0.0339,0.583,0,0.274,0.401,137.296
1970,Walk a Mile in My Shoes - Rerecorded Version,Joe South,2pNcoCRYwhGwxE3ihva01F,0.693,0.747,0.0284,0.827,0.000563,0.087,0.649,113.92
1970,The Thrill Is Gone,B.B. King,4VCl2a5JvdrEx6PL2P29ty,0.554,0.516,0.0255,0.224,0.286,0.0548,0.562,90.309
1970,It's Only Make Believe,Glen Campbell,5YcuMByyV2YvG5WUp6Ieqv,0.394,0.513,0.0335,0.0723,8.65e-05,0.172,0.533,112.658
1970,Call Me,Aretha Franklin,1JEFsHZxUy24AvyC49GKVj,0.517,0.375,0.0341,0.682,1.28e-06,0.458,0.306,118.391
1971,Joy To The World,Three Dog Night,1VZ04sZSpTet7wVMyZphA8,0.591,0.726,0.0315,0.0384,2.49e-06,0.119,0.968,129.057
1971,Maggie May - Remastered Version,Rod Stewart,1r3kj1yMff7ilIsR7hpvUo,0.62,0.559,0.0369,0.717,0.433,0.133,0.527,129.401
1971,I Feel the Earth Move,Carole King,437fpvkvab2A1kyZWr99u1,0.71,0.564,0.0309,0.677,0.00268,0.0594,0.653,119.727
1971,One Bad Apple,The Osmonds,3PPPJz714ibZsmjLnoJklx,0.594,0.561,0.0507,0.42,0,0.467,0.886,100.601
1971,How Can You Mend a Broken Heart - 2009 Remastered Version,Bee Gees,5YDy9r7gC44qwT3kaWRBI0,0.433,0.383,0.0327,0.305,0,0.0809,0.257,71.042
1971,Indian Reservation (Re-Recorded),Paul Revere & The Raiders,2H3YWZ3Q1PNtUA8z0mPpGQ,0.557,0.614,0.038,0.222,0.00597,0.145,0.614,133.468
1971,Go Away Little Girl,Donny Osmond,0hKtCCPSNe9kGhjGX85c5M,0.431,0.415,0.0364,0.803,0.000296,0.197,0.35,110.117
1971,Take Me Home Country Roads - Rerecorded,John Denver,2xYlyywNgefLCRDG8hlxZq,0.255,0.43,0.0322,0.546,1.87e-05,0.188,0.546,164.267
1971,Just My Imagination (Running Away With Me),The Temptations,3gbwcu7E9ACpJsLm7vEpuN,0.442,0.238,0.0271,0.921,0.104,0.123,0.432,91.447
1971,Knock Three Times,Dawn,4Z0K8WzmzsPpX0Po6qMfEh,0.777,0.471,0.0834,0.221,0,0.3,0.905,122.458
1971,Me and Bobby McGee,The Full Tilt Boogie Band,6okidOnyJoJ99FTaK4aeai,0.431,0.5,0.0417,0.282,7.58e-05,0.148,0.659,93.164
1971,Tired Of Being Alone,Al Green,2q85U00j8MAo9uUpqN0QVg,0.755,0.296,0.0463,0.348,0.271,0.241,0.553,98.439
1971,Want Ads,Honey Cone,3YpN9pvaTXKSXurj3HBq8M,0.651,0.812,0.239,0.33,0.000131,0.0833,0.927,189.684
1971,Smiling Faces Sometimes,The Undisputed Truth,49JLml1RaJugNsjUX4VaCn,0.555,0.554,0.025,0.344,5.04e-06,0.0729,0.79,105.24
1971,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,7f6wbcoTepQLQ8nROdUGrF,0.776,0.474,0.0357,0.198,0,0.106,0.926,131.478
1971,You've Got A Friend,James Taylor,7ccxwuSgkRF2ONdDA9sBZD,0.695,0.192,0.0303,0.731,0.00707,0.0995,0.464,92.015
1971,Mr. Big Stuff,Jean Knight,08013W2oJiJ3FcVq24hjXO,0.889,0.655,0.123,0.301,4.8e-06,0.097,0.968,93.252
1971,Brown Sugar,The Rolling Stones,6Gi8vIT6In8RrT2eTKxoVR,0.633,0.934,0.0344,0.219,0.00021,0.0592,0.963,128.606
1971,Brown Sugar - Remastered,The Rolling Stones,6wV3r5DsolBxqWULExBKN1,0.657,0.835,0.0318,0.351,0.000425,0.0944,0.967,129.014
1971,Do You Know What I Mean,Lee Michaels,0I7ppAteWHCbfkEfOAbtIf,0.766,0.856,0.0539,0.0708,0.00228,0.0267,0.957,108.737
1971,The Night They Drove Old Dixie Down,Joan Baez,3Vms3ZKJF7CXWppSejBPxL,0.575,0.355,0.0332,0.595,0,0.104,0.453,129.317
1971,What's Going On,Marvin Gaye,42PyxnviKRfOa8z39g8aZj,0.28,0.72,0.111,0.403,1.36e-06,0.394,0.805,202.523
1971,Uncle Albert / Admiral Halsey - Medley / Remastered 2012,Paul McCartney,05HATt8uMsnGBYya0qDHPX,0.371,0.507,0.0325,0.58,0.0201,0.175,0.535,91.786
1971,Ain't No Sunshine,Bill Withers,7u8LNgkrmUXGT6JEwiy8Ia,0.535,0.469,0.072,0.475,5.11e-05,0.104,0.429,79.264
1971,Signs - Single (In the Style of Five Man Electrical Band) [Performance Track with Demonstration Vocals],Done Again,75KOnilsUbnC3J7rbT40Bs,0.545,0.529,0.0353,0.266,0.000219,0.111,0.743,153.929
1971,She's A Lady,Tom Jones,26N6fxuavAqt7UuQDGVcCu,0.516,0.908,0.223,0.188,0,0.195,0.561,119.686
1971,Superstar,Murray Head,38Ly68a9wTjV59bmIxI5Vm,0.441,0.578,0.0507,0.133,0,0.325,0.545,122.911
1971,(He Said) I Found Someone Of My Own,Charles & Sandy Givings of Rare Gems Odyssey,7EP6keXqw7sBIrhiOzXUOI,0.49,0.725,0.0283,0.348,0,0.103,0.553,92.584
1971,Amos Moses,Jerry Reed,5R1Ck1sUi2BMPhGkHR1LCr,0.75,0.824,0.0859,0.441,0.000529,0.162,0.855,105.607
1971,Temptation Eyes,The Grass Roots,4ZrSMM8bAeWOJcxNmL2CIX,0.585,0.599,0.0301,0.0699,0.000235,0.0344,0.834,132.947
1971,Superstar,Carpenters,7nUW97W3p6jAjAWZqEVKPv,0.306,0.253,0.0294,0.728,4.89e-05,0.138,0.171,83.175
1971,My Sweet Lord,George Harrison,1chu8wc9zbNqTQ2ahROys1,0.537,0.685,0.0333,0.0705,0,0.0839,0.542,120.965
1971,Sweet And Innocent,Donny Osmond,66FdF5VjBwrQjq2Ondh3X6,0.751,0.82,0.036,0.458,5.63e-05,0.216,0.967,124.956
1971,Put Your Hand in the Hand,Ocean,7fwa5I8SycGBpw2jOZ0L7m,0.833,0.475,0.0403,0.0489,0.000104,0.0759,0.978,136.384
1971,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,0UZhuWk0eKW4FOVudVK3be,0.837,0.432,0.079,0.558,0.00474,0.177,0.961,125.966
1971,For All We Know - From "Lovers And Other Strangers" Soundtrack,Carpenters,7n4jfuaiFYrC9LkiJfzFAl,0.307,0.237,0.0304,0.879,1.65e-05,0.0871,0.194,135.6
1971,Help Me Make It Through The Night,Sammi Smith,3DlrvYMG2VRxjX0tQIzv2b,0.531,0.213,0.0255,0.94,0.315,0.112,0.378,78.937
1971,Rainy Days And Mondays,Carpenters,0a8a8EzWXxSExS9fnTyYb3,0.351,0.235,0.0323,0.852,0,0.0688,0.218,74.72
1971,If You Could Read My Mind,Gordon Lightfoot,0QAZgZkHYERH1rYN3u8Gci,0.612,0.24,0.033,0.745,7.86e-05,0.115,0.223,122.565
1971,Gypsys Tramps & Thieves,Cher,5UNnyIR3sHm7mSu8AGCysh,0.515,0.773,0.0334,0.323,0,0.0749,0.759,170.977
1971,Never Can Say Goodbye,The Jackson 5,5FaJu0i4gRHEXRPA2gfTE8,0.524,0.738,0.0431,0.336,1.12e-06,0.414,0.83,166.079
1971,Rose Garden,Lynn Anderson,5mJwUOv7NUUxRRRfd43BWI,0.641,0.467,0.0701,0.575,0,0.195,0.829,134.222
1971,Don't Pull Your Love - Rerecorded Version,Hamilton,6P5jFwrJurtdpQ9ulsnFQK,0.546,0.507,0.0289,0.735,0,0.32,0.931,101.326
